label	Cell line primary name	Cell line aliases	Gender	Site Primary	Histology	Hist Subtype1	Source	Hybrid Capture Sequencing
MDAMB436_BREAST	MDA-MB-436		F	breast	carcinoma	NS	ATCC	yes
YD15_SALIVARY_GLAND	YD-15		M	salivary_gland	carcinoma	mucoepidermoid_carcinoma	KCLB	yes
MDAMB415_BREAST	MDA-MB-415		F	breast	carcinoma	NS	ATCC	yes
SKNFI_AUTONOMIC_GANGLIA	SK-N-FI	SK-N-F1	M	autonomic_ganglia	neuroblastoma	NS	ATCC	yes
U178_CENTRAL_NERVOUS_SYSTEM	U-178			central_nervous_system	glioma	astrocytoma_Grade_IV	Academic Lab / Achilles	
SNU1040_LARGE_INTESTINE	SNU-1040	NCI-SNU-1040	M	large_intestine	carcinoma	NS	KCLB	yes
A704_KIDNEY	A-704		M	kidney	carcinoma	renal_cell_carcinoma	ATCC	yes
HCC38_BREAST	HCC38		F	breast	carcinoma	ductal_carcinoma	ATCC	yes
HCC1171_LUNG	HCC-1171		M	lung	carcinoma	non_small_cell_carcinoma	KCLB	yes
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT-13		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	DSMZ	yes
ACCMESO1_PLEURA	ACC-MESO-1			pleura	mesothelioma	NS	RIKEN	yes
MB157_BREAST	MB 157		F	breast	carcinoma	NS	ATCC	
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	CCF-STTG1		F	central_nervous_system	glioma	astrocytoma	ATCC	yes
UBLC1_URINARY_TRACT	U-BLC1		F	urinary_tract	carcinoma	transitional_cell_carcinoma	ECACC	yes
NCIH28_PLEURA	NCI-H28	H28	M	pleura	mesothelioma	NS	ATCC	
WM793_SKIN	WM-793			skin	malignant_melanoma	NS	Academic Lab	yes
253J_URINARY_TRACT	253J			urinary_tract	carcinoma	transitional_cell_carcinoma	KCLB	yes
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EM-2		F	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	DSMZ	yes
MALME3M_SKIN	Malme-3M		M	skin	malignant_melanoma	NS	ATCC	yes
HEP3B217_LIVER	Hep 3B2.1-7	HEP-3B | Hep 3B	M	liver	carcinoma	hepatocellular_carcinoma	ATCC	
HCC56_LARGE_INTESTINE	HCC-56			large_intestine	carcinoma	adenocarcinoma	HSRRB	yes
T3M10_LUNG	T3M-10		M	lung	carcinoma	large_cell_carcinoma	RIKEN	yes
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Raji		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	ATCC	yes
NCIH226_LUNG	NCI-H226	H226	M	lung	carcinoma	squamous_cell_carcinoma	ATCC	yes
OVK18_OVARY	OVK18			ovary	carcinoma	endometrioid_carcinoma	RIKEN	yes
BT483_BREAST	BT-483		F	breast	carcinoma	ductal_carcinoma	ATCC	yes
AN3CA_ENDOMETRIUM	AN3 CA		F	endometrium	carcinoma	adenocarcinoma	ATCC	yes
KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-20		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	HSRRB	yes
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI 8226		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	ATCC	yes
SF172_CENTRAL_NERVOUS_SYSTEM	SF-172	SF172		central_nervous_system	glioma	astrocytoma_Grade_IV	Academic Lab / Achilles	
KCIMOH1_PANCREAS	KCI-MOH1		F	pancreas	carcinoma	ductal_carcinoma	DSMZ	
HCC1937_BREAST	HCC1937		F	breast	carcinoma	ductal_carcinoma	ATCC	
SNU520_STOMACH	SNU-520	NCI-SNU-520	F	stomach	carcinoma	NS	KCLB	yes
SNU8_OVARY	SNU-8	NCI-SNU-8	F	ovary	carcinoma	adenocarcinoma	KCLB	yes
SNU478_BILIARY_TRACT	SNU-478	NCI-SNU-478		biliary_tract	carcinoma	NS	KCLB	yes
SNUC2A_LARGE_INTESTINE	SNU-C2A		F	large_intestine	carcinoma	adenocarcinoma	ATCC	yes
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LAMA-84		F	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	DSMZ	
MELHO_SKIN	MEL-HO		F	skin	malignant_melanoma	NS	DSMZ	yes
NCIH1618_LUNG	NCI-H1618	H1618	F	lung	carcinoma	small_cell_carcinoma	ATCC	yes
OVTOKO_OVARY	OVTOKO		F	ovary	carcinoma	clear_cell_carcinoma	HSRRB	yes
NCIH2106_LUNG	NCI-H2106	H2106	M	lung	carcinoma	non_small_cell_carcinoma	ATCC	yes
SIMA_AUTONOMIC_GANGLIA	SIMA		M	autonomic_ganglia	neuroblastoma	NS	DSMZ	yes
CAKI2_KIDNEY	Caki-2		M	kidney	carcinoma	clear_cell_renal_cell_carcinoma	ATCC	yes
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ME-1		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	DSMZ	yes
C32_SKIN	C32		M	skin	malignant_melanoma	NS	ATCC	yes
MDAPCA2B_PROSTATE	MDA PCa 2b		M	prostate	carcinoma	adenocarcinoma	ATCC	yes
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CI-1		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified	DSMZ	yes
LS1034_LARGE_INTESTINE	LS1034		M	large_intestine	carcinoma	adenocarcinoma	ATCC	yes
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ST486		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	ATCC	yes
SNU449_LIVER	SNU-449	NCI-SNU-449	M	liver	carcinoma	hepatocellular_carcinoma	ATCC	yes
HS698T_LARGE_INTESTINE	Hs 698.T		M	large_intestine	carcinoma	adenocarcinoma	ATCC	yes
YD10B_UPPER_AERODIGESTIVE_TRACT	YD-10B		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	KCLB	yes
NCIH524_LUNG	NCI-H524	H524	M	lung	carcinoma	small_cell_carcinoma	ATCC	yes
LN382_CENTRAL_NERVOUS_SYSTEM	LN382			central_nervous_system	glioma	astrocytoma_Grade_IV	Academic Lab / Achilles	
NCIH1930_LUNG	NCI-H1930	H1930	M	lung	carcinoma	small_cell_carcinoma	ATCC	yes
EFM19_BREAST	EFM-19		F	breast	carcinoma	ductal_carcinoma	DSMZ	yes
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Toledo		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	ATCC	yes
NCIH1299_LUNG	NCI-H1299	H1299	M	lung	carcinoma	non_small_cell_carcinoma	ATCC	yes
MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM-6		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	DSMZ	yes
YD38_UPPER_AERODIGESTIVE_TRACT	YD-38		M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	KCLB	yes
NCIH526_LUNG	NCI-H526	H526	M	lung	carcinoma	small_cell_carcinoma	ATCC	yes
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KG-1		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	ATCC	yes
CL14_LARGE_INTESTINE	CL-14		M	large_intestine	carcinoma	NS	DSMZ	yes
LN229_CENTRAL_NERVOUS_SYSTEM	LN-229		F	central_nervous_system	glioma	astrocytoma_Grade_IV	ATCC	yes
MCF7_BREAST	MCF7		F	breast	carcinoma	NS	ATCC	yes
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EB1		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	ATCC	
GSS_STOMACH	GSS			stomach	carcinoma	adenocarcinoma	RIKEN	yes
A101D_SKIN	A101D		M	skin	malignant_melanoma	NS	ATCC	yes
HS766T_PANCREAS	Hs 766T		M	pancreas	carcinoma	ductal_carcinoma	ATCC	yes
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NU-DUL-1		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified	DSMZ	yes
ESS1_ENDOMETRIUM	ESS-1		F	endometrium	carcinoma	carcinosarcoma-malignant_mesodermal_mixed_tumour	DSMZ	yes
SNU489_CENTRAL_NERVOUS_SYSTEM	SNU-489	NCI-SNU-489	M	central_nervous_system	glioma	astrocytoma_Grade_IV	KCLB	yes
JHH6_LIVER	JHH-6		F	liver	carcinoma	hepatocellular_carcinoma	HSRRB	yes
MDAMB435S_SKIN	MDA-MB-435S		F	skin	malignant_melanoma	NS	ATCC	yes
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JM1			haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified	ATCC	yes
EFM192A_BREAST	EFM-192A		F	breast	carcinoma	NS	DSMZ	yes
SF126_CENTRAL_NERVOUS_SYSTEM	SF126			central_nervous_system	glioma	astrocytoma	HSRRB	yes
HMC18_BREAST	HMC-1-8		F	breast	carcinoma	NS	HSRRB	yes
SKNMC_BONE	SK-N-MC		F	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	ATCC	yes
253JBV_URINARY_TRACT	253J-BV		U	urinary_tract	carcinoma	transitional_cell_carcinoma	KCLB	yes
MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEC-2		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	DSMZ	
IGR39_SKIN	IGR-39		M	skin	malignant_melanoma	NS	DSMZ	yes
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	DSMZ	yes
SW900_LUNG	SW 900		M	lung	carcinoma	squamous_cell_carcinoma	ATCC	yes
RMGI_OVARY	RMG-I	RMG-1	F	ovary	carcinoma	clear_cell_carcinoma	HSRRB	yes
HCC1395_BREAST	HCC1395		F	breast	carcinoma	ductal_carcinoma	ATCC	yes
HEC108_ENDOMETRIUM	HEC-108		F	endometrium	carcinoma	adenocarcinoma	HSRRB	yes
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-1		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma	DSMZ	yes
AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AML-193		F	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	ATCC	yes
NCIH727_LUNG	NCI-H727	H727	F	lung	carcinoid-endocrine_tumour	NS	ATCC	yes
SNU1066_UPPER_AERODIGESTIVE_TRACT	SNU-1066	NCI-SNU-1066	M	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	KCLB	yes
SKNAS_AUTONOMIC_GANGLIA	SK-N-AS		F	autonomic_ganglia	neuroblastoma	NS	ATCC	yes
SW1710_URINARY_TRACT	SW-1710		F	urinary_tract	carcinoma	transitional_cell_carcinoma	DSMZ	yes
U251MG_CENTRAL_NERVOUS_SYSTEM	U-251 MG	U251	M	central_nervous_system	glioma	astrocytoma	HSRRB	
MKN74_STOMACH	MKN74		M	stomach	carcinoma	tubular_adenocarcinoma	HSRRB	yes
ONS76_CENTRAL_NERVOUS_SYSTEM	ONS-76		F	central_nervous_system	primitive_neuroectodermal_tumour-medulloblastoma	NS	HSRRB	yes
NCIH322_LUNG	NCI-H322	H322 | NCI-H322M	M	lung	carcinoma	adenocarcinoma	ECACC	
SW1088_CENTRAL_NERVOUS_SYSTEM	SW 1088		M	central_nervous_system	glioma	NS	ATCC	yes
NCIH1666_LUNG	NCI-H1666	H1666	F	lung	carcinoma	bronchioloalveolar_adenocarcinoma	ATCC	yes
HT1376_URINARY_TRACT	HT-1376		F	urinary_tract	carcinoma	transitional_cell_carcinoma	ATCC	yes
HCC1143_BREAST	HCC1143		F	breast	carcinoma	ductal_carcinoma	ATCC	yes
KLE_ENDOMETRIUM	KLE		F	endometrium	carcinoma	adenocarcinoma	ATCC	yes
CPCN_LUNG	CPC-N			lung	carcinoma	small_cell_carcinoma	DSMZ	yes
HCC44_LUNG	HCC-44		F	lung	carcinoma	adenocarcinoma	DSMZ	yes
MDAMB157_BREAST	MDA-MB-157	MB 157	F	breast	carcinoma	ductal_carcinoma	ATCC	
LNCAPCLONEFGC_PROSTATE	LNCaP clone FGC	LNCap.FGC	M	prostate	carcinoma	adenocarcinoma	ATCC	yes
IALM_LUNG	IA-LM		M	lung	carcinoma	large_cell_carcinoma	RIKEN	yes
KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-18		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma		
JHUEM1_ENDOMETRIUM	JHUEM-1		F	endometrium	carcinoma	adenocarcinoma	RIKEN	yes
TOV112D_OVARY	TOV-112D		F	ovary	carcinoma	endometrioid_carcinoma	ATCC	
TGBC11TKB_STOMACH	TGBC11TKB			stomach	carcinoma	NS	RIKEN	yes
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Ki-JK		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma	HSRRB	yes
C3A_LIVER	C3A		M	liver	carcinoma	hepatocellular_carcinoma	ATCC	yes
KNS60_CENTRAL_NERVOUS_SYSTEM	KNS-60		M	central_nervous_system	glioma	astrocytoma_Grade_IV	HSRRB	yes
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RCH-ACV		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	DSMZ	yes
OC315_OVARY	OC 315		F	ovary	carcinoma	serous_carcinoma	ICLC	
COV644_OVARY	COV644		F	ovary	carcinoma	NS	ECACC	yes
PK59_PANCREAS	PK-59			pancreas	carcinoma	NS	RIKEN	yes
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KE-97		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	RIKEN	yes
TT2609C02_THYROID	TT2609-C02		M	thyroid	carcinoma	follicular_carcinoma	DSMZ	yes
NCIH441_LUNG	NCI-H441	H441	M	lung	carcinoma	adenocarcinoma	ATCC	yes
NCIH854_LUNG	NCI-H854	H854		lung	carcinoma	adenocarcinoma	KCLB	yes
CAL29_URINARY_TRACT	CAL-29		F	urinary_tract	carcinoma	transitional_cell_carcinoma	DSMZ	yes
NCIH2009_LUNG	NCI-H2009	H2009	F	lung	carcinoma	adenocarcinoma	ATCC	yes
JHH7_LIVER	JHH-7		M	liver	carcinoma	hepatocellular_carcinoma	HSRRB	yes
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HH		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	adult_T_cell_lymphoma-leukaemia	ATCC	yes
CORL88_LUNG	COR-L88		M	lung	carcinoma	small_cell_carcinoma	ECACC	yes
CAPAN2_PANCREAS	Capan-2		M	pancreas	carcinoma	ductal_carcinoma	ATCC	yes
786O_KIDNEY	786-O	786-0	M	kidney	carcinoma	clear_cell_renal_cell_carcinoma	ATCC	yes
LN428_CENTRAL_NERVOUS_SYSTEM	LN-428	LN428		central_nervous_system	glioma	astrocytoma_Grade_IV	Academic Lab / Achilles	
GOS3_CENTRAL_NERVOUS_SYSTEM	GOS-3		M	central_nervous_system	glioma	astrocytoma	DSMZ	yes
OVCAR4_OVARY	OVCAR-4		F	ovary	carcinoma	NS	NCI/DCTD	yes
KP4_PANCREAS	KP4		M	pancreas	carcinoma	ductal_carcinoma	RIKEN	yes
LN18_CENTRAL_NERVOUS_SYSTEM	LN-18		M	central_nervous_system	glioma	astrocytoma_Grade_IV	ATCC	yes
SNU61_LARGE_INTESTINE	SNU-61	NCI-SNU-61	M	large_intestine	carcinoma	NS	KCLB	
U118MG_CENTRAL_NERVOUS_SYSTEM	U-118 MG	U118	M	central_nervous_system	glioma	astrocytoma	ATCC	
MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MUTZ-5		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	DSMZ	yes
NCIH1944_LUNG	NCI-H1944	H1944	F	lung	carcinoma	non_small_cell_carcinoma	ATCC	yes
MDST8_LARGE_INTESTINE	MDST8			large_intestine	carcinoma	adenocarcinoma	ECACC	yes
KP2_PANCREAS	KP-2		F	pancreas	carcinoma	NS	HSRRB	yes
TE617T_SOFT_TISSUE	TE 617.T		F	soft_tissue	rhabdomyosarcoma	NS	ATCC	yes
HCC1438_LUNG	HCC-1438		M	lung	carcinoma	large_cell_carcinoma	KCLB	yes
22RV1_PROSTATE	22Rv1		M	prostate	carcinoma	NS	ATCC	yes
CAOV3_OVARY	Caov-3		F	ovary	carcinoma	adenocarcinoma	ATCC	yes
LN235_CENTRAL_NERVOUS_SYSTEM	LN-235	LN235		central_nervous_system	glioma	astrocytoma_Grade_IV	Academic Lab / Achilles	
LCLC97TM1_LUNG	LCLC-97TM1		M	lung	carcinoma	large_cell_carcinoma	DSMZ	yes
1321N1_CENTRAL_NERVOUS_SYSTEM	1321N1		M	central_nervous_system	glioma	astrocytoma	ECACC	
NCIH2087_LUNG	NCI-H2087	H2087	M	lung	carcinoma	adenocarcinoma	ATCC	yes
SNU886_LIVER	SNU-886	NCI-SNU-886	M	liver	carcinoma	hepatocellular_carcinoma	KCLB	yes
SLR25_KIDNEY	SLR 25			kidney	carcinoma	renal_cell_carcinoma	Academic Lab / Achilles	
GCIY_STOMACH	GCIY		F	stomach	carcinoma	adenocarcinoma	RIKEN	yes
SKMEL28_SKIN	SK-MEL-28		M	skin	malignant_melanoma	NS	ATCC	yes
COLO704_OVARY	COLO-704		F	ovary	carcinoma	NS	DSMZ	yes
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MV-4-11		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	ATCC	yes
COLO201_LARGE_INTESTINE	COLO 201		M	large_intestine	carcinoma	adenocarcinoma	ATCC	yes
TE14_OESOPHAGUS	TE-14			oesophagus	carcinoma	squamous_cell_carcinoma	RIKEN	yes
PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PEER		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	HSRRB	yes
SLR23_KIDNEY	SLR 23			kidney	carcinoma	renal_cell_carcinoma	Academic Lab / Achilles	
CAL12T_LUNG	CAL-12T		M	lung	carcinoma	non_small_cell_carcinoma	DSMZ	yes
TEN_ENDOMETRIUM	TEN		F	endometrium	carcinoma	clear_cell_carcinoma	RIKEN	yes
SNU308_BILIARY_TRACT	SNU-308	NCI-SNU-308		biliary_tract	carcinoma	NS	KCLB	yes
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	F-36P		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	DSMZ	yes
JHH2_LIVER	JHH-2		M	liver	carcinoma	hepatocellular_carcinoma	HSRRB	yes
HLF_LIVER	HLF		M	liver	carcinoma	hepatocellular_carcinoma	HSRRB	yes
HS863T_BONE	Hs 863.T		F	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	ATCC	yes
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-AML5		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	DSMZ	yes
KE39_STOMACH	KE-39		M	stomach	carcinoma	NS	RIKEN	yes
VMRCLCD_LUNG	VMRC-LCD		M	lung	carcinoma	adenocarcinoma	HSRRB	yes
A253_SALIVARY_GLAND	A-253		M	salivary_gland	carcinoma	mucoepidermoid_carcinoma	ATCC	yes
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-11		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	HSRRB	yes
F5_CENTRAL_NERVOUS_SYSTEM	F5			central_nervous_system	meningioma	NS	Academic Lab / Achilles	
YH13_CENTRAL_NERVOUS_SYSTEM	YH-13		M	central_nervous_system	glioma	astrocytoma_Grade_IV	HSRRB	yes
NCIH2452_PLEURA	NCI-H2452	H2452	M	pleura	mesothelioma	NS	ATCC	yes
J82_URINARY_TRACT	J82		M	urinary_tract	carcinoma	transitional_cell_carcinoma	ATCC	yes
NCIH1975_LUNG	NCI-H1975	H1975	F	lung	carcinoma	non_small_cell_carcinoma	ATCC	yes
G292CLONEA141B1_BONE	"G-292, clone A141B1"		F	bone	osteosarcoma	NS	ATCC	
AM38_CENTRAL_NERVOUS_SYSTEM	AM-38		M	central_nervous_system	glioma	astrocytoma_Grade_IV	HSRRB	yes
SKCO1_LARGE_INTESTINE	SK-CO-1		M	large_intestine	carcinoma	adenocarcinoma	ATCC	yes
SNU324_PANCREAS	SNU-324	NCI-SNU-324	M	pancreas	carcinoma	NS	KCLB	yes
HCC2218_BREAST	HCC2218		F	breast	carcinoma	ductal_carcinoma	ATCC	yes
OVSAHO_OVARY	OVSAHO		F	ovary	carcinoma	adenocarcinoma	HSRRB	yes
HUPT4_PANCREAS	HUP-T4		M	pancreas	carcinoma	NS	DSMZ	yes
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIG-M5		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	DSMZ	yes
DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DND-41		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	DSMZ	yes
TE5_OESOPHAGUS	TE-5			oesophagus	carcinoma	squamous_cell_carcinoma	RIKEN	yes
TC71_BONE	TC-71		M	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	DSMZ	yes
PATU8988T_PANCREAS	PA-TU-8988T		F	pancreas	carcinoma	ductal_carcinoma	DSMZ	
HS274T_BREAST	Hs 274.T		F	breast	carcinoma	NS	ATCC	
KYSE520_OESOPHAGUS	KYSE-520		F	oesophagus	carcinoma	squamous_cell_carcinoma	DSMZ	yes
SNU387_LIVER	SNU-387	NCI-SNU-387	F	liver	carcinoma	hepatocellular_carcinoma	ATCC	yes
TUHR10TKB_KIDNEY	TUHR10TKB			kidney	carcinoma	NS	RIKEN	yes
TE1_OESOPHAGUS	TE-1		M	oesophagus	carcinoma	squamous_cell_carcinoma	RIKEN	yes
HCC1428_BREAST	HCC1428		F	breast	carcinoma	NS	ATCC	yes
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS-28BM		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	HSRRB	yes
A549_LUNG	A549		M	lung	carcinoma	non_small_cell_carcinoma	ATCC	yes
RERFLCKJ_LUNG	RERF-LC-KJ		M	lung	carcinoma	non_small_cell_carcinoma	HSRRB	yes
COLO741_SKIN	COLO 741		F	skin	malignant_melanoma	NS	ECACC	yes
HEC59_ENDOMETRIUM	HEC-59		F	endometrium	carcinoma	adenocarcinoma	HSRRB	yes
NCIH520_LUNG	NCI-H520	H520	M	lung	carcinoma	squamous_cell_carcinoma	ATCC	yes
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KCL-22		F	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	DSMZ	yes
GB1_CENTRAL_NERVOUS_SYSTEM	GB-1		M	central_nervous_system	glioma	astrocytoma_Grade_IV	HSRRB	
SNUC4_LARGE_INTESTINE	SNU-C4		M	large_intestine	carcinoma	adenocarcinoma	KCLB	yes
NCIH446_LUNG	NCI-H446	H446	M	lung	carcinoma	small_cell_carcinoma	ATCC	yes
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONO-MAC-6		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	DSMZ	yes
SNUC1_LARGE_INTESTINE	SNU-C1		M	large_intestine	carcinoma	adenocarcinoma	ATCC	
BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BV-173		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	DSMZ	yes
CW2_LARGE_INTESTINE	CW-2			large_intestine	carcinoma	NS	RIKEN	yes
LN215_CENTRAL_NERVOUS_SYSTEM	LN-215	LN215		central_nervous_system	glioma	astrocytoma_Grade_IV	Academic Lab / Achilles	
RERFLCAI_LUNG	RERF-LC-AI		M	lung	carcinoma	squamous_cell_carcinoma	RIKEN	yes
G402_SOFT_TISSUE	G-402		F	soft_tissue	rhabdoid_tumour	NS	ATCC	yes
RVH421_SKIN	RVH-421		M	skin	malignant_melanoma	NS	DSMZ	
JIMT1_BREAST	JIMT-1		F	breast	carcinoma	ductal_carcinoma	DSMZ	yes
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Loucy		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	ATCC	yes
SNU182_LIVER	SNU-182	NCI-SNU-182	M	liver	carcinoma	hepatocellular_carcinoma	ATCC	yes
HEC1A_ENDOMETRIUM	HEC-1-A		F	endometrium	carcinoma	adenocarcinoma	ATCC	yes
COLO678_LARGE_INTESTINE	COLO-678		M	large_intestine	carcinoma	adenocarcinoma	DSMZ	
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KOPN-8		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	DSMZ	yes
NCIH211_LUNG	NCI-H211	H211	F	lung	carcinoma	small_cell_carcinoma	ATCC	yes
NCIH1563_LUNG	NCI-H1563	H1563	M	lung	carcinoma	adenocarcinoma	ATCC	yes
MKN45_STOMACH	MKN-45		F	stomach	carcinoma	diffuse_adenocarcinoma	HSRRB	
HS742T_BREAST	Hs 742.T		F	breast	carcinoma	NS	ATCC	yes
HEC265_ENDOMETRIUM	HEC-265		F	endometrium	carcinoma	adenocarcinoma	HSRRB	yes
KYSE30_OESOPHAGUS	KYSE-30		M	oesophagus	carcinoma	squamous_cell_carcinoma	DSMZ	yes
LU99_LUNG	LU99	LU99A	M	lung	carcinoma	large_cell_carcinoma	HSRRB	yes
KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Kasumi-6		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	ATCC	yes
UMRC6_KIDNEY	UMRC6			kidney	carcinoma	renal_cell_carcinoma		
HCC1195_LUNG	HCC-1195		M	lung	carcinoma	mixed_adenosquamous_carcinoma	KCLB	yes
SW1783_CENTRAL_NERVOUS_SYSTEM	SW 1783		M	central_nervous_system	glioma	astrocytoma_Grade_III	ATCC	yes
